"hanzi","pinyin","english_definition"
"𬁺","ngaa6",
"𡅈","laa3",
"鯧","coeng1",
"𡸞","kǎn",
"蝢","kit3",
"丶","zyu2",
"瀁","joeng6",
"珈","gaa1",
"𧡋","ǎi,yá",
"𱐛","tuǒ",
"𥈋","jǔ",
"䝇","fui1",
"詖","bei3",
"㣿","zoek3",
"䤍","mai4",
"虔","kin4",
"匒","daap3",
"䞎","coeng1",
"滳","soeng1",
"饊","saan2",
"䤈","hei1",
"𢩓","gé",
"𤢮","yáng",
"𨨴","jiāo",
"𡝯","dai6",
"㣱","zé",
"㿬","baa1",
"㓯","lei4",
"㰪","guī",
"𤭞","dūn",
"𪒑","qī",
"訊","seon3",
"縕","wan3",
"蕀","gik1",
"揟","seoi1",
"𠢔","ōu",
"煞","saat3",
"忕","sai6",
"䝱","hip3",
"𩤋","kùn",
"奜","fei2",
"𩆸","zhuó",
"㞥","cén",
"𧗽","hang4",
"䭌","wu4",
"抑","jik1",
"磅","bong6",
"胰","ji4",
"廇","lau6",
"𤙘","shōu",
"𢏕","tóng",
"𧬞","yún",
"㚗","ce4",
"㻂","ping4",
"𧫹","xiān",
"𦺞","hè",
"鹿","luk6",
"専","zyun1",
"𥉽","kāng",
"堈","gong1",
"𦥎","zhì",
"菦","kan4",
"慽","cik1",
"榨","zaa3",
"翜","saap3",
"嵻","hong1",
"𡇒","mí",
"㭐","daai6",
"䳤","bit3",
"餰","gin1",
"䣪","put3",
"煏","bik1",
"鯆","pou1",
"𢀌","jiǎo",
"嵭","bang1",
"𰬷","saan3",
"鬩","jik1",
"㩍","caak3",
"䉈","saan2",
"僽","zau3",
"䢜","gwai1",
"鉝","laap6",
"𢛥","sī",
"𩴣","lì",
"苝","bui6",
"鿋","hei1",
"螜","huk6",
"买","maai5",
"濳","cim4",
"𩛽","táo",
"玺","saai2",
"𧂃","hàn",
"㤁","tim2",
"𣴼","mào",
"虎","fu2",
"䞀","hau6",
"酉","jau5",
"𣑹","xiān",
"芀","tiu4",
"𦪍","dāi",
"𱅕","loi4",
"𤁥","niǎn",
"㣳","mou4",
"䀞","tou1",
"䙲","cin1",
"㓩","hyun1",
"𡵻","kāng",
"㰤","hē,qiè",
"訄","kau4",
"𰺒","cyun4",
"縇","syun1",
"𡉭","rì",
"蕂","sing3",
"揙","bin1",
"煘","cim4",
"志","zi3",
"𫺪","joeng5",
"𱇵","zik1",
"齪","cuk1",
"奖","zoeng2",
"𩠌","sung3",
"粹","seoi6",
"㿊","cǎn",
"拋","paau1",
"𣜨","juàn",
"磿","lik6",
"𩂢","yín,ái",
"脪","jan3",
"廉","lim4",
"𨓮","yín",
"䔠","shǎo,shāo,shuò",
"𤗷","lìn",
"𢟼","mung1",
"𢍎","gào",
"㚑","ling4",
"𧲧","bā",
"䧸","gu1",
"𰌇","zaak3",
"麁","cou1",
"导","dou6",
"𠝳","yuán",
"𢖾","faan4",
"𥈏","kuàng",
"堺","gaai3",
"𠘥","yán",
"俌","fu6",
"𦎌","mǎn",
"𦩜","nuó",
"榪","maa5",
"𱝴","hú",
"翞","goeng1",
"嶵","zeoi2",
"𧡺","qí",
"𠑃","jí",
"䳞","běng",
"𪄭","qī",
"𦰫","nǐ",
"佾","jat6",
"煁","sam4",
"𢖬","bì",
"𠜱","pai1",
"𡊁","yì",
"𨷮","huō",
"嵧","lau4",
"𣄈","fai1",
"睆","wun2",
"𧧜","wǎng",
"𡩶","yáng",
"㩏","hak1",
"𧐉","zhī",
"𣟄","tok3",
"僷","jip6",
"䣎","zi1",
"鉗","kim4",
"𤰌","chuán",
"𤦌","ji4",
"𩲻","yáo",
"𪆳","guī",
"𠋬","jú",
"螞","maa5",
"乲","ci3",
"瀭","syu1",
"玴","jai6",
"𣤷","zā",
"𦼷","jī",
"霄","siu1",
"㣻","yì",
"䄦","liu5",
"䝺","gun3",
"滟","jim6",
"饶","jiu4",
"𤎻","siu1",
"𢨜","jié",
"𤷦","jīng",
"𤮋","guó",
"𨬖","chán",
"㣭","zung1",
"𠲻","yí",
"䀘","xié,jī",
"𨩈","bui3",
"䙬","yìng",
"㓫","fu1",
"㰖","laam5",
"𨋽","yáng",
"𢹓","chāi",
"褶","zip3",
"餂","tim5",
"縁","jyun4",
"蔼","oi2",
"揋","wui1",
"𡒍","jù",
"𥟿","wǒ",
"煚","gwing2",
"咨","zi1",
"𤢋","yán",
"邞","fu1",
"奈","noi6",
"𱒲","go2",
"㟑","but6",
"蓮","lin4",
"抽","cau1",
"𢋂","shǔ",
"磱","lou4",
"脬","paau1",
"廃","fai3",
"苧","ning4",
"𢈘","SHIKA",
"𬯎","teoi4",
"𤺕","fèi",
"𣰺","táo",
"㚃","wan1",
"㺾","gwing1",
"俠","hap6",
"鹻","gaan2",
"対","deoi3",
"𢴂","biǎn",
"𪇲","jié",
"場","coeng4",
"𩼰","ci4",
"𣲗","wai4",
"𨙓","niè",
"菒","gou2",
"憩","hei3",
"𩯜","lǔ",
"矝","ging1",
"𰾧","ngou6",
"翘","kiu4",
"嶧","jik6",
"𦹂","bou2",
"𪄀","pán",
"䳠","seoi6",
"𨙂","yóu",
"𧩒","mǔ",
"侀","jing4",
"焻","coeng3",
"烞","pok3",
"𥿆","cí",
"嵙","fo1",
"𨍺","jī",
"㩉","dá,lā,xī,xié",
"𧸩","xùn",
"䣈","hong6",
"鉙","zaai2",
"䝳","caan4",
"𬘵","gang1",
"𠮌","zhú",
"𡸂","tū,tú",
"螘","ngai5",
"𨂅","biē",
"乬","geoi6",
"瀯","jing4",
"玶","ping4",
"䔪","song2",
"𢸦","wěi",
"𥃴","xiòng",
"𩋽","é",
"𨴯","shǐ",
"䦫","yīng",
"㤭","giu1",
"䄨","yú",
"𤴢","zhì",
"䝼","cing4",
"满","mun5",
"𫓩","cung1",
"饰","sik1",
"緈","hang6",
"㣟","xì",
"𩼂","wěi",
"䀚","ngong4",
"䙮","guàn",
"㓥","tong1",
"𢔅","dōng",
"㰐","to5",
"癖","pik1",
"𨸺","yā",
"褰","hin1",
"𡚔","méng",
"縃","seoi1",
"𪊗","cā",
"蔮","gwok3",
"𢶯","maan1",
"𩿕","yáo",
"鯈","jau4",
"煔","sim2",
"鬣","lip6",
"奂","wun6",
"㟋","duì",
"鷱","gou1",
"䬲","gōu",
"抷","pei1",
"磫","zung1",
"龇","zi1",
"脦","tik1",
"庵","am1",
"苟","gau2",
"𠊎","ái",
"𤤌","jung2",
"㙽","sik1",
"㼞","pèng,bèng",
"䨤","dik6",
"麭","paau3",
"䆤","cyun1",
"𡡢","cong2",
"𨈥","máo",
"遶","jiu2",
"堶","to4",
"𢠹","sī,xī",
"艜","daai3",
"菌","kwan2",
"憫","man5",
"𠆲","kwong2",
"槖","tok3",
"𧷾","jú",
"耊","dit6",
"嶡","gwai3",
"䳚","hon2",
"𥷙","jì",
"芾","fai3",
"焽","ming4",
"𧉑","tài",
"𬨂","kei4",
"𦠸","nǎi",
"岓","kei4",
"𡦪","jí",
"𢎕","chèn",
"㨻","cán,shǎn,zàn,chàn",
"𠀀","hē",
"𡹨","zè",
"䣊","dong2",
"鉓","cik1",
"𣢲","qiān",
"𤽓","ér",
"𤝘","hú",
"螊","lim4",
"乞","hat1",
"瀩","deoi6",
"𨦰","liú",
"现","jin6",
"𠜁","yí",
"𨿽","seoi1",
"㤧","hau4",
"虼","gat1",
"𨡮","cōng",
"䞶","tāng,tàng",
"鄷","fung1",
"䝋","zung3",
"饲","zi6",
"𧙞","qì",
"䣡","ji4",
"𣝍","bì",
"𦳟","qiāng",
"䮯","ào",
"㣙","dí,zhòu",
"䀔","rèn",
"𨜐","xǐ",
"䙨","gwo2",
"䶷","jiào",
"㰒","hok6",
"褲","fu3",
"緽","cing1",
"蔨","gyun6",
"熆","hap6",
"𠸂","tū",
"𤸵","bù",
"𥛅","liù",
"奄","jim2",
"糯","no6",
"蔚","wai3",
"抹","mut3",
"磭","coek3",
"脘","gun2",
"廯","xiān",
"認","jing6",
"㙿","hei1",
"䨦","pāng",
"𧉛","dì",
"麧","hat6",
"𩰪","yù",
"𢓬","xié",
"𢱌","gaa3",
"堰","jin2",
"𠅤","xí",
"篓","lau5",
"𤰦","zhà",
"菎","kwan1",
"憥","lou4",
"矙","ham3",
"䏕","jam6",
"嶣","ciu4",
"𨍥","jyun5",
"𡲕","tai3",
"圢","ting5",
"𤕝","jiào,bó",
"苀","gong1",
"焷","pei4",
"𠱝","yè",
"𦴢","ci2",
"岕","gaai3",
"𰂋","haan5",
"𧬤","zhòng",
"㨵","zin2",
"𡁱","xī",
"䣄","tou4",
"銅","tung4",
"𩺝","nì",
"𱗂","sǎ",
"𫝨","fai1",
"𡾒","lì",
"螄","si1",
"乘","sing4",
"瀛","jing4",
"𦗡","tán",
"𫟠","cin2",
"𥝨","yú",
"㤩","kok3",
"虶","jyu1",
"𢢒","sū",
"䞨","kwai2",
"漍","gwok3",
"犔","hei3",
"選","syun2",
"𡵝","zung1",
"䣙","pui4",
"艦","laam6",
"𠏕","xiào",
"㣛","tà,huì",
"镼","gwat6",
"䀆","zeon6",
"䙚","niu5",
"㐑","dung1",
"㱌","yé,chè",
"𡇚","kuā",
"褬","song2",
"𨴘","nán",
"蔪","jiàn,jiān,shān",
"𠛕","guāi",
"熀","fong2",
"𢮛","shuàn,tuán",
"𣆘","shǐ",
"𧜃","shòu",
"𱈚","ngok6",
"奾","sin1",
"𢻢","liǎo",
"㟇","cuò,cuó",
"𦑲","tà",
"蔜","ngou4",
"抳","nei5",
"𨢦","shài,zhà",
"磧","zik1",
"脒","mai5",
"廱","jung1",
"𤼐","guàn,huàn",
"𤤺","yì",
"誇","kwaa1",
"𨊡","tīng",
"𥦟","diàn",
"㚹","mǎo,liǔ",
"㻤","gik1",
"𡟑","hóu",
"麩","fu1",
"漋","lung4",
"𩉋","cí",
"鴋","fong1",
"堢","bou2",
"篍","cau1",
"萈","wun4",
"憗","jan6",
"𢦽","sháo,qī",
"槒","cuk1",
"𤶚","niè",
"耆","kei4",
"嶝","dang3",
"嬖","pei3",
"𧊕","sōng",
"𪇰","bǔ",
"𨤩","chōng",
"䴆","buk6",
"𭄛","zin2",
"𨃃","è",
"𧚨","qì,shà,qiè",
"𢚀","xiàn",
"亦","jik6",
"灩","jim6",
"𥕢","cou4",
"鶕","am1",
"㟓","kei4",
"岏","jyun4",
"𦙆","chǐ",
"𧡫","guì,kuì",
"𬲾","wu4",
"㨷","jìn",
"𠲍","diu1",
"䢶","bong1",
"鉿","hap6",
"鬥","dau3",
"聨","lyun4",
"𦪬","xiē",
"𩙜","xiè",
"鶻","gwat1",
"𥵧","qǐn",
"螆","zi1",
"𧵢","bāo",
"乚","jyut3",
"瀕","ban1",
"龉","jyu5",
"𦨢","dì",
"𡇄","guó,niè",
"屳","sin1",
"㼬","hang6",
"𨒆","rǒng",
"𰈶","bok3",
"㤣","paang1",
"𩘈","yōu",
"䅎","yǒu",
"倃","gau6",
"䞢","zok3",
"鄳","maang4",
"𬬼","jip6",
"犎","fung1",
"遰","dai6",
"𨸷","è",
"𦊙","gu2",
"𪅰","shū",
"㠕","wěi",
"䁀","dai3",
"䚔","bīn",
"㐓","ho2",
"㰾","giu3",
"𥮘","niàn",
"𧴚","guài",
"著","zyu3",
"𪀏","jù,jiū",
"𤃩","líng",
"𪄅","shā",
"𢠽","dàng",
"蕤","jeoi6",
"𤿭","fǔ",
"熂","hei3",
"奰","bei6",
"𰵴","cuk1",
"㞹","ho2",
"㻴","maan6",
"拥","jung2",
"礙","ngoi6",
"脔","lyun5",
"廫","liu4",
"誉","jyu6",
"𨝆","gē",
"𩥇","zin3",
"㚫","saap3",
"㻦","jyu4",
"𰵊","giu3",
"𣻐","jū",
"麣","ngaam4",
"𰬽","gaai3",
"塜","bung6",
"𫠥","lòu",
"篏","ham3",
"䦀","jyu5",
"菺","gin1",
"憑","pang4",
"𠘅","qín",
"槌","ceoi4",
"耀","jiu6",
"巏","kyun4",
"嬘","seoi6",
"圎","jyun4",
"㖗","yín",
"芬","fan1",
"灣","waan1",
"鶇","dung1",
"绲","gwan2",
"岁","seoi3",
"𡚺","jyun4",
"𠤰","cóng,xuán",
"𠿇","xiè",
"㩱","zoek3",
"𣏠","xiáo",
"𣟑","liú",
"䟰","gin2",
"銁","gwan1",
"䎀","xuè",
"𧀊","cǎi",
"𦬖","qiú",
"𠾮","chuān",
"𤞰","qiú",
"五","ng5",
"瀗","hin3",
"𥀎","què",
"𠧇","yú",
"𩪗","jué",
"屭","ai3",
"𡵬","mù",
"𪑾","rǔ",
"𪆗","sī",
"𢴩","bì",
"㤕","chù,pò",
"𠧚","chì",
"虲","buk1",
"俽","jan1",
"䞤","keoi4",
"酭","jau6",
"犐","fo1",
"𫺊","cai4",
"𠭯","zaa1",
"𢕫","kuǎn",
"㠇","zau6",
"𥦊","wěn",
"䁂","haan6",
"䚖","ling4",
"㐍","zaau2",
"𩂆","fǒu,fù",
"㰸","lim5",
"𢅯","fèn",
"襘","kui2",
"𤬔","yáo",
"蕖","keoi4",
"淵","jyun1",
"煼","caau2",
"𫈎","king4",
"𪔋","jī",
"䍔","gōng",
"奪","dyut6",
"鯌","hou3",
"𧮓","tuí",
"糝","saam2",
"𠃌","gwan2",
"㻮","caan3",
"拟","ji5",
"𩈮","diào",
"礓","goeng1",
"㬬","jù",
"廝","si1",
"㕰","xuè,ma",
"誃","ci4",
"龋","geoi2",
"㚥","yú",
"囝","zai2",
"㻠","tú",
"𧖨","tíng",
"麕","gwan1",
"歵","zaak6",
"𦸀","kei4",
"𰩺","ak1",
"𨷎","rùn",
"塞","sak1",
"築","zuk1",
"菴","am1",
"憓","wai6",
"𣕧","gaa3",
"矇","mung4",
"翲","piu1",
"巉","caam4",
"嬒","wai3",
"舰","laam6",
"𬣼","long5",
"圐","ku1",
"𤫩","ling4",
"𩵭","wáng",
"㖙","gaa1",
"𧜂","shī",
"苦","fu2",
"灥","ceon4",
"鶁","ging1",
"绤","gwik1",
"屻","jan6",
"𣿬","wui6",
"𤜷","hù",
"𨇅","bào",
"𠞭","dau1",
"䟲","cung1",
"鉻","gok3",
"𦲤","ji1",
"𦎒","jié",
"𠫣","yù",
"𠰐","pǒ",
"𠈶","yí",
"𨚯","tóng",
"𥦘","fú",
"了","liu5",
"灑","saa2",
"屯","tyun4",
"𪋄","qǔ",
"𠋺","sāo",
"𦜆","hán",
"𧖠","sāo",
"㥏","tin2",
"傺","cai3",
"䅊","chá",
"俿","fu2",
"䞞","fú",
"漃","zik6",
"漅","ziu2",
"狊","gwik1",
"𩉄","niǎn",
"𩄿","bó",
"𫛩","aan3",
"䦊","niu5",
"𣏔","kùn,kǔn",
"䀼","chēn,rèn",
"𰂦","leoi5",
"䚐","zik6",
"㰺","haa6",
"𤷻","nǎo",
"𦊋","mǒu",
"𤹞","chè",
"蕐","waa4",
"𩇎","líng",
"淧","mat6",
"𬬺","co4",
"煮","zyu2",
"𧊦","fǒu",
"𧩦","jí",
"艟","cung1",
"奬","zoeng2",
"䰠","shén",
"𪅟","yóng",
"紗","saa1",
"𩔃","yuǎn",
"葂","min5",
"拡","kwok3",
"䕴","zuk1",
"礕","pik1",
"𨟊","zhì",
"聀","zik1",
"廗","daai3",
"𱻴","zhá",
"𪉄","chì",
"𬸳","gaan2",
"㚧","yǎn",
"龃","zeoi2",
"㻒","jùn",
"𧡚","xuǎn",
"犃","bau6",
"黏","nim4",
"𣐯","chóng",
"塘","tong4",
"箻","leot6",
"菶","bung2",
"懍","lam5",
"码","maa5",
"耬","lau4",
"巋","kwai1",
"嬄","jat1",
"𩛺","jú",
"圊","cing1",
"䏙","dam1",
"蓶","wai4",
"䣺","juān",
"灟","zuk1",
"鶃","jik6",
"绞","gaau2",
"屽","hon6",
"𩳇","yì",
"𤱍","pī,pǒ",
"㧩","pèi",
"蜟","juk6",
"袵","jam6",
"鉭","taan2",
"𪣆","dung1",
"𥌽","yīng",
"㔄","suk1",
"𤃻","lěi",
"㟒","kwan1",
"亀","gwai1",
"灃","fung1",
"屩","goek3",
"𰡄","lou4",
"𨻒","wēi",
"𧣕","qiú",
"𨱮","cháng",
"蚞","muk6",
"俹","aa3",
"䟐","lik6",
"滵","mat6",
"𤘸","tāo",
"犼","hau3",
"𧋉","qī",
"𦓍","chě",
"𥀓","liú",
"㠃","dik1",
"𠦎","qìn",
"䀮","fong1",
"𬭡","ziu1",
"䚂","hè",
"㐹","hei3",
"䣝","tou4",
"㰴","pǒu",
"䮫","lóu,lǘ",
"𧽸","jué,guì",
"𨌰","zōng",
"蕒","maai5",
"𨋍","wen1",
"淡","daam6",
"𦴎","kòu",
"熨","tong3",
"𫱕","laam6",
"𣓆","yín",
"𰩸","giu1",
"奦","mou6",
"𤎖","hong1",
"㟯","ngaak6",
"葄","zou6",
"招","ziu1",
"䕮","guk1",
"礏","jap6",
"耺","wan4",
"廙","ji6",
"𤾈","huī",
"歘","fat1",
"𬱽","syun4",
"㚡","gei2",
"㻌","tou4",
"𡝚","chéng",
"黑","hak1",
"𬩽","cam4",
"塊","faai3",
"篵","cung1",
"𨜩","quán",
"菰","gu1",
"憿","giu1",
"石","sek6",
"𩑇","xiāng",
"耮","lou6",
"巅","din1",
"嫾","lin4",
"䦌","cyu3",
"圼","nit6",
"𠵽","faat3",
"㖅","seot1",
"䤬","so1",
"鵽","zyut3",
"绠","gang2",
"岷","man4",
"𦳬","hé",
"𩛟","yuān,mán",
"𡉼","sing1",
"𡷎","yǔ",
"𡦻","bīn",
"𬸯","pik1",
"䟞","cyu4",
"𨠎","líng",
"𤏁","hei1",
"𣲜","yíng",
"𡧩","guāi",
"亂","lyun6",
"瀽","zin2",
"䭼","kei4",
"屛","bing2",
"猪","zyu1",
"龍","lung4",
"㥋","yī",
"蚠","fan4",
"䟊","keoi4",
"酛","jyun4",
"𬊶","laam6",
"状","zong6",
"𤸸","yì",
"𤂃","pì",
"𧟬","xū",
"䴽","pei4",
"㟽","biu2",
"𧉓","dou3",
"䀨","huà,guā",
"䙼","siu6",
"㐻","noi6",
"㱦","kei1",
"𦚏","zhuāng",
"𢘅","maau4",
"蕌","leoi5",
"𩣺","bēn",
"淣","ngai4",
"𨧞","jing4",
"熪","ji4",
"𤩲","gé",
"𫪚","zaam2",
"墘","kin4",
"𩨜","bà",
"𤤋","jì",
"紃","ceon4",
"㼜","ong3",
"拍","paak3",
"䕰","faan4",
"礁","ziu1",
"耼","daam1",
"𢂼","yì",
"𥸪","yù",
"𪂶","xián",
"𦠺","gǔn",
"㛓","hei1",
"𥵯","sà",
"㻎","sat1",
"𣰬","dú",
"𣉓","qī",
"黋","kong3",
"𡈉","quān",
"𣇪","jiu6",
"𠔕","lún",
"𧧶","tú",
"塄","ling4",
"𩜣","gēng",
"篷","pung4",
"萢","paau1",
"憹","nou4",
"漇","saai2",
"短","dyun2",
"耨","nau6",
"嶷","ji4",
"嬀","gwai1",
"𪄂","xià",
"䦄","wai6",
"圶","haap3",
"𣄍","tí",
"㕿","wo4",
"𠴰","gau6",
"㶺","tiàn",
"沾","zim1",
"𩴾","mit6",
"盟","mang4",
"绚","hyun3",
"岩","ngaam4",
"𢆜","gé",
"𣪵","din6",
"𡒃","juk1",
"䟘","hong6",
"𧀱","chài",
"缥","piu5",
"𠵦","ng5",
"绐","doi6",
"𤸁","huì",
"𫽢","duk1",
"臀","tyun4",
"瀿","faan4",
"𢧐","zin3",
"𥷜","fēng",
"蓴","seon4",
"宕","dong6",
"𢫐","jié",
"㤽","cau4",
"𡗷","gū",
"蚚","kei4",
"䟌","zit6",
"漱","sau3",
"犸","maa5",
"𬱠","kut3",
"𩼒","qiáng",
"𪑧","dié",
"𢅏","lim4",
"𩚯","ní",
"䴷","wan4",
"㠯","ji5",
"𧩙","daan3",
"䀪","hong4",
"䙾","si1",
"㐵","jyu4",
"㱠","fu1",
"𩃁","mò",
"𰡞","ban6",
"齥","sit3",
"𨞑","wèng",
"𦔿","tiàn",
"蕾","leoi5",
"鄛","caau4",
"淝","fei4",
"熤","yì",
"𣓊","zì",
"鏩","zim6",
"𨎷","lián",
"墒","soeng1",
"𠟓","cuì",
"紅","hung4",
"𨸰","jú",
"㼖","lì",
"䕪","zaak6",
"礻","si6",
"𤿇","pǐ",
"耶","je4",
"㔆","caam5",
"𡈓","yuàn",
"㞜","teoi1",
"㛍","qiè,xiǎn,xiá",
"䨴","deoi6",
"𱇱","jau4",
"𤆏","wò",
"麽","mo1",
"蠴","syu4",
"𥐚","pǔ",
"𨦛","fù",
"塆","waan1",
"篱","lei4",
"萜","tip3",
"憻","taan2",
"矯","giu2",
"𡟞","xiū",
"耚","pei1",
"己","gei2",
"規","kwai1",
"圸","saan1",
"㖁","leon6",
"㶬","mut6",
"炍","pun3",
"盡","zeon6",
"𪖦","tī",
"缌","si1",
"岣","gau2",
"𤾝","bó",
"𣎳","pìn",
"𥳍","taam4",
"𩺯","zú",
"䟚","qí",
"𨙯","cūn",
"𬈜","jing4",
"𣡊","yì",
"嘤","jing1",
"䬪","bok3",
"𩛦","chèng",
"臂","bei3",
"瀹","joek6",
"𣙛","yí",
"𨼿","méng",
"宗","zung1",
"𠿗","sè",
"𢼱","zì",
"𨊼","xuàn",
"𩤈","què",
"𮹂","fei1",
"㤷","hān",
"𡇦","wéi",
"蚌","pong5",
"䟆","bat1",
"漫","maan6",
"犲","caai4",
"𩌉","tà",
"𫋐","gǒng",
"𨌭","tà",
"䴹","gwo2",
"㠩","fong1",
"䁤","chè,zhé,huǐ",
"䴨","jyun4",
"䚸","haai6",
"㱢","long4",
"𢾿","wén",
"𪖋","jié",
"齝","ci1",
"泀","si1",
"蕸","haa4",
"𧃐","zhí",
"𠆐","xù",
"渏","ji1",
"𤖀","fēng",
"熖","jim6",
"𩑒","duó",
"𤀝","yù",
"墔","ceoi4",
"𨎍","kāng,liáng",
"㟝","pui4",
"萪","fo1",
"䕜","ceoi3",
"礽","jing4",
"㭎","gong1",
"䯴","coeng4",
"𡗆","lǒu",
"𥦢","jiào",
"㛏","kau4",
"㷺","saat3",
"𣯵","dì",
"麷","fung1",
"𩞨","lì",
"墀","ci4",
"㦽","yù",
"篣","pong4",
"萞","bei1",
"憵","pik1",
"矩","geoi2",
"耔","zi2",
"巳","zi6",
"𠳌","qià",
"𩃚","xuàn",
"覉","gei1",
"圲","cin1",
"𪒯","qín",
"竕","fan1",
"鼌","ciu4",
"苐","tí,dì",
"炇","pok3",
"盛","sing6",
"𢧴","áo",
"缆","laam6",
"岥","pō",
"蓺","ngai6",
"𨸉","tǎ",
"䠔","seoi6",
"𱅛","to4",
"娘","noeng4",
"嘖","zaak3",
"膼","zaa1",
"潫","waan1",
"𧐢","hou4",
"宑","jing2",
"㞦","gei2",
"㤹","qiú,jiù",
"坘","ci4",
"蚆","baa1",
"𢝌","mào",
"䞸","fù",
"醁","luk6",
"𠦨","luàn",
"𢖑","cuán",
"𨀯","qióng",
"䴳","huá",
"㠫","faan4",
"䁖","lau1",
"䚪","gwaan1",
"㐡","no6",
"𠒙","gan1",
"㱜","zaat3",
"𮵱","loi4",
"𤛔","maan6",
"𮳳","cung1",
"𪾸","pan4",
"𦚢","yuē",
"蕺","cap1",
"𢫨","ngung2",
"渉","sip3",
"熐","mik6",
"𦳽","juàn",
"墎","gwok3",
"𧨲","āo",
"㜗","cān,sēn",
"萬","maan6",
"𦵑","geoi2",
"䖖","haap6",
"礷","laam4",
"𬮢","hung3",
"聢","ding6",
"𦸉","qià",
"𧝤","sī",
"䫼","hyut3",
"𨱚","duàn",
"𦀓","zēng,jiē",
"㛉","jiu3",
"㷴","lik6",
"麹","kuk1",
"𬳋","sik1",
"𦡲","nǐng",
"塲","coeng4",
"篝","gau1",
"𩡾","suó",
"萘","noi6",
"懧","no6",
"𡔕","gòng",
"砛","gaam1",
"螗","tong4",
"耖","caau3",
"巭","gung1",
"𱥷","nà",
"𫘮","zaak6",
"𬶣","zaa2",
"見","gin3",
"圤","pok3",
"䳲","zan3",
"竏","cin1",
"𤮰","wā",
"茊","zi1",
"灹","zaa3",
"𩩻","téng",
"盍","hap6",
"缈","miu5",
"岟","joeng2",
"齯","ngai4",
"𨰜","zoek3",
"萂","wo4",
"𡑾","yú",
"䠆","coeng4",
"鏣","syu3",
"鲗","caak6",
"娚","naam4",
"盃","bui1",
"𢔥","yù",
"𣘖","jiān",
"𪃡","hung4",
"嘐","haau1",
"𢾄","yú",
"膮","hiu1",
"潥","suk1",
"練","lin6",
"它","taa1",
"𪠏","jim2",
"㞞","sung4",
"㥳","yuán",
"𠐿","hōng",
"蚈","hin1",
"䛲","mán",
"漗","cung1",
"㵡","bok6",
"孵","fu1",
"𪑐","wèi",
"𧘗","qǐ",
"𱖎","ào",
"㠥","lǜ,léi,lěi",
"䁐","yīng,yìng",
"伅","dùn",
"䚤","jyu4",
"㐣","fu3",
"㱎","kūn",
"𥳯","cè",
"𩷍","yì",
"㔺","shì",
"𨡩","pō",
"𩼈","ou2",
"蕴","wan3",
"𬑓","jip6",
"渋","gip3",
"熒","jing4",
"齳","wan5",
"𩪃","hài",
"𥱼","paai4",
"㜉","yōng",
"㽄","si1",
"𰡏","wo1",
"䖘","tou4",
"礩","zat1",
"𧉃","yǔn",
"聤","ting4",
"𤵹","qià",
"𠌽","fù",
"𧍘","yōu",
"䫴","jìn",
"𢨥","hù",
"㚻","jī",
"𧇙","nán",
"㷶","bik1",
"𩌭","luò",
"𣣒","kǎn",
"黳","ji1",
"𥴯","huì",
"𡛞","pín",
"塬","jyun4",
"𩲧","kǒng",
"篟","sin3",
"𡱽","hū",
"萊","loi4",
"毲","zyut3",
"砕","seoi3",
"𨂃","pang4",
"罐","gun3",
"巟","fong1",
"𣑯","tou4",
"覅","fiu3",
"坞","wu2",
"㖧","hūn,wěn",
"䥎","seon4",
"灳","fai1",
"盇","hap6",
"缂","kaak1",
"峑","cyun1",
"𨒜","bié",
"𨒱","gōng",
"䑹","sau1",
"䠀","tong3",
"𡓓","yín,yīn",
"鲉","jau4",
"娔","hak1",
"𤼏","liǎn",
"嘒","wai3",
"𠷓","xīn",
"臨","lam4",
"潧","zeon1",
"𡗍","dǎng",
"緦","si1",
"孽","jit6",
"𠇘","chù",
"𡹖","suì",
"𧭹","pín",
"𨁶","yǎ,yā",
"䛴","gei1",
"漙","tyun4",
"嗑","haap3",
"𧪫","pī",
"𥯟","pài",
"孯","haan1",
"镉","gaak3",
"𥅬","juān",
"㠗","ou3",
"䁒","jí,zí",
"仿","fong2",
"穷","kung4",
"㑝","lung6",
"𣚋","yé",
"𢱡","suǒ",
"𠗥","pìng",
"𣮄","suī",
"蕦","seoi1",
"𧈜","téng",
"清","cing1",
"燌","fan4",
"𩯈","zhí",
"𬣟","tau2",
"𢲴","wèi",
"墺","ou3",
"眪","bing2",
"㜃","lyun2",
"葘","zi1",
"𫏕","jaang3",
"䖒","hei1",
"礣","maat3",
"聞","man4",
"𦠅","xún",
"𥲅","chóu",
"㛵","cing1",
"㷰","ci1",
"㔚","jié",
"𧥣","kòu",
"黥","king4",
"㨮","dau1",
"塮","ze6",
"簙","bok3",
"荄","goi1",
"懣","mun6",
"𩨹","jiǎ",
"砗","ce1",
"䀡","zim1",
"罂","aang1",
"巙","naau4",
"𪉃","man4",
"𥊪","wěi",
"𬣻","ting5",
"坠","zeoi6",
"立","lap6",
"苶","nip6",
"灵","ling4",
"盉","wo4",
"维","wai4",
"峋","seon1",
"㩆","jiù,zú",
"𪘁","kap6",
"𢇨","zhǐ",
"𫜪","ngaau5",
"𤺄","zhǒng,tóng",
"䑻","yóu",
"舴","zaak3",
"䠂","co2",
"𡸣","jit6",
"鲃","baa1",
"娆","jiu2",
"𮸽","fei1",
"焞","seon4",
"𥔢","yú",
"嘌","piu1",
