hanzi,other_hanzi,relation
人,亻,semantic
亻,人,semantic
亼,集,semantic
亾,亡,semantic
亿,億,traditional
仅,仅,simplified
仅,仅,traditional
仅,僅,traditional
仆,仆,simplified
仆,仆,traditional
仆,僕,traditional
仇,讎,semantic
仇,讐,semantic
从,從,semantic
从,从,simplified
从,从,traditional
从,從,traditional
仑,侖,traditional
仓,倉,traditional
他,她,semantic
他,牠,semantic
仙,僊,semantic
仝,同,semantic
仟,千,semantic
仟,阡,semantic
以,㠯,semantic
仪,仪,simplified
仪,𮯷,spoofing
仪,仪,traditional
仪,儀,traditional
们,們,traditional
价,价,simplified
价,价,traditional
价,價,traditional
任,仼,semantic
仼,任,semantic
仾,低,semantic
仿,倣,semantic
伀,彸,semantic
伃,妤,semantic
众,众,simplified
众,众,traditional
众,眾,traditional
众,衆,traditional
优,优,simplified
优,优,traditional
优,優,traditional
伙,伙,simplified
伙,伙,traditional
伙,夥,traditional
会,會,semantic
会,会,simplified
会,会,traditional
会,會,traditional
伛,傴,traditional
伞,傘,traditional
伟,偉,traditional
传,傳,traditional
伡,俥,traditional
伣,俔,traditional
伤,伤,simplified
伤,伤,traditional
伤,傷,traditional
伥,倀,traditional
伦,倫,traditional
伧,傖,traditional
伪,偽,traditional
伪,僞,traditional
伫,佇,traditional
伭,玄,semantic
伱,你,semantic
伷,冑,semantic
伷,胄,semantic
佅,𠇱,spoofing
佇,竚,semantic
佇,伫,simplified
佋,紹,semantic
低,仾,semantic
佑,祐,semantic
体,體,semantic
体,軆,semantic
体,体,simplified
体,体,traditional
体,體,traditional
佗,它,semantic
余,予,semantic
余,余,simplified
余,余,traditional
余,餘,traditional
作,𠈨,semantic
你,伱,semantic
佣,佣,simplified
佣,佣,traditional
佣,傭,traditional
佥,僉,traditional
佰,百,semantic
併,𠊧,semantic
併,并,simplified
併,倂,z-variant
使,𠭆,semantic
侁,駪,semantic
侁,詵,semantic
侂,託,semantic
侅,賅,semantic
來,来,semantic
來,来,simplified
侎,敉,semantic
侖,崙,semantic
侖,仑,simplified
侚,殉,semantic
侚,狥,semantic
侠,侠,simplified
侠,侠,traditional
侠,俠,traditional
侣,侶,semantic
侣,侶,traditional
侥,僥,traditional
侦,偵,traditional
侧,側,traditional
侨,僑,traditional
侩,侩,simplified
侩,侩,traditional
侩,儈,traditional
侪,儕,traditional
侬,儂,traditional
侮,㑄,semantic
侶,侣,semantic
侶,侣,simplified
俁,俣,simplified
係,系,simplified
俈,嚳,semantic
俓,徑,semantic
俓,𠇹,simplified
俔,伣,simplified
俞,兪,semantic
俟,竢,semantic
俠,侠,simplified
俣,俁,traditional
俥,伡,simplified
俦,俦,simplified
俦,俦,traditional
俦,儔,traditional
俨,儼,traditional
俩,倆,traditional
俪,儷,traditional
俫,倈,traditional
俭,儉,traditional
俯,頫,semantic
俻,備,semantic
倀,伥,simplified
倂,併,z-variant
倆,俩,simplified
倈,徠,semantic
倈,勑,semantic
倈,俫,simplified
倉,仓,simplified
個,个,semantic
個,箇,semantic
個,个,simplified
倏,倐,semantic
倐,倏,semantic
們,们,simplified
倖,幸,semantic
倘,儻,semantic
借,借,simplified
借,借,traditional
借,藉,traditional
倣,仿,semantic
値,值,semantic
値,值,z-variant
倪,𮯴,semantic
倫,伦,simplified
倲,㑈,simplified
债,債,traditional
值,値,semantic
值,値,z-variant
倾,傾,traditional
偁,穪,semantic
偁,稱,semantic
偃,㫃,semantic
偉,伟,simplified
偊,踽,semantic
偐,贋,semantic
偐,贗,semantic
偑,㐽,simplified
偒,蕩,semantic
健,徤,semantic
偩,𰁾,simplified
偪,逼,semantic
偬,偬,simplified
偬,偬,traditional
偬,傯,traditional
側,侧,simplified
偵,遉,semantic
偵,侦,simplified
偷,偸,semantic
偸,偷,semantic
偺,昝,semantic
偺,咱,semantic
偻,偻,simplified
偻,偻,traditional
偻,僂,traditional
偽,伪,simplified
偾,僨,traditional
偿,償,traditional
傁,叟,semantic
傁,叜,semantic
傌,罵,semantic
傌,㐷,simplified
傏,搪,semantic
傑,杰,semantic
傑,杰,simplified
傖,伧,simplified
傘,繖,semantic
傘,伞,simplified
傘,𠌂,spoofing
備,俻,semantic
備,备,simplified
傜,徭,semantic
傢,家,simplified
傥,儻,traditional
傧,儐,traditional
储,儲,traditional
傩,儺,traditional
傪,𫢺,simplified
傭,佣,simplified
傯,偬,simplified
傱,𰁧,simplified
傳,传,simplified
傴,伛,simplified
債,债,simplified
傷,伤,simplified
傻,儍,semantic
傽,慞,semantic
傾,倾,simplified
僀,𰂗,simplified
僂,偻,simplified
僅,仅,simplified
僆,𫢪,simplified
僉,佥,simplified
僊,仙,semantic
働,𫢙,simplified
僑,侨,simplified
僓,𰂜,simplified
僕,仆,simplified
僗,𫢬,simplified
僞,伪,simplified
僤,𫢸,simplified
僥,侥,simplified
僨,偾,simplified
僩,𰂎,simplified
僱,雇,semantic
僴,𰂋,simplified
價,价,simplified
僾,𫣊,simplified
儀,仪,simplified
儁,㑺,simplified
儂,侬,simplified
億,亿,simplified
儅,𰁸,simplified
儆,警,semantic
儈,侩,simplified
儉,俭,simplified
儍,傻,semantic
儐,傧,simplified
儒,㐵,semantic
儓,檯,semantic
儓,枱,semantic
儔,俦,simplified
儕,侪,simplified
儖,𫣉,simplified
儘,尽,simplified
儛,㒇,semantic
償,偿,simplified
儢,𰂦,simplified
儣,𠆲,simplified
儥,𰂏,simplified
儩,𰂭,simplified
優,优,simplified
儭,襯,semantic
儮,𮯸,simplified
儰,𫢭,simplified
儱,𫢒,simplified
儲,储,simplified
儶,㒞,semantic
儷,俪,simplified
儸,㑩,simplified
儹,𰃆,simplified
儺,傩,simplified
儻,倘,semantic
儻,傥,simplified
儼,俨,simplified
儿,儿,simplified
儿,儿,traditional
儿,兒,traditional
克,克,simplified
克,克,traditional
克,剋,traditional
兌,兑,semantic
兌,兑,simplified
兎,兔,semantic
兑,兌,semantic
兑,兑,simplified
兑,兌,traditional
兑,兑,traditional
兒,儿,simplified
兔,兎,semantic
兖,兗,traditional
兗,兖,simplified
党,党,simplified
党,党,traditional
党,黨,traditional
兦,亡,semantic
內,内,simplified
全,㒰,semantic
兩,両,semantic
兩,两,semantic
兩,两,simplified
兪,俞,semantic
八,捌,semantic
兮,𠔃,semantic
兰,蘭,traditional
关,關,traditional
兴,興,traditional
兵,𠔊,spoofing
兹,玆,semantic
兹,茲,semantic
兹,茲,traditional
养,養,traditional
兽,獸,traditional
冁,囅,traditional
冂,坰,semantic
冂,冋,semantic
冄,冉,semantic
内,内,simplified
内,內,traditional
内,内,traditional
冈,岡,traditional
冉,冄,semantic
冊,册,simplified
冋,冂,semantic
冋,坰,semantic
册,册,simplified
册,冊,traditional
册,册,traditional
冑,伷,semantic
冑,胄,semantic
冒,冒,semantic
冗,冗,semantic
冗,宂,semantic
写,寫,traditional
军,軍,traditional
农,農,traditional
冤,寃,semantic
冩,寫,semantic
冪,羃,semantic
冪,鼏,semantic
冪,幂,simplified
冫,氷,semantic
冫,冰,semantic
冬,冬,simplified
冬,冬,traditional
冬,鼕,traditional
冯,馮,traditional
冰,冫,semantic
冰,氷,semantic
冰,𣲝,semantic
冱,沍,semantic
冱,沪,semantic
冲,沖,semantic
冲,冲,simplified
冲,冲,traditional
冲,沖,traditional
冲,衝,traditional
决,決,semantic
决,決,traditional
况,況,semantic
况,况,simplified
况,况,traditional
况,況,traditional
冻,凍,traditional
净,凈,traditional
凂,浼,semantic
凄,淒,semantic
准,準,semantic
准,准,simplified
准,准,traditional
准,準,traditional
凈,淨,semantic
凈,净,simplified
凉,涼,semantic
凉,凉,simplified
凉,凉,traditional
凉,涼,traditional
凍,冻,simplified
减,減,semantic
减,减,simplified
减,减,traditional
减,減,traditional
凐,湮,spoofing
凑,湊,semantic
凑,凑,simplified
凑,湊,spoofing
凑,凑,traditional
凑,湊,traditional
凒,溰,spoofing
凓,溧,spoofing
凔,𰃷,simplified
凔,滄,spoofing
凗,漼,spoofing
凘,澌,spoofing
凙,𪞝,simplified
凙,澤,spoofing
凚,澿,spoofing
凛,懔,semantic
凛,凜,traditional
凜,凛,simplified
凜,澟,spoofing
凟,𰃿,simplified
凟,瀆,spoofing
几,几,simplified
几,几,traditional
几,幾,traditional
凡,凢,semantic
凡,凣,semantic
凢,凡,semantic
凣,凡,semantic
凤,凤,simplified
凤,凤,traditional
凤,鳳,traditional
処,䖏,semantic
処,處,semantic
凫,鳧,traditional
凫,鳬,traditional
凭,凭,simplified
凭,凭,traditional
凭,憑,traditional
凯,凱,traditional
凱,凯,simplified
凳,櫈,semantic
凴,憑,semantic
凴,𮰉,simplified
凶,㐫,semantic
凹,𠕄,semantic
出,岀,semantic
出,出,simplified
出,出,traditional
出,齣,traditional
击,擊,traditional
函,凾,semantic
函,圅,semantic
凾,函,semantic
凾,圅,semantic
凿,鑿,traditional
刀,刂,semantic
刂,刀,semantic
刃,刄,semantic
刄,刃,semantic
刅,創,semantic
刊,刋,semantic
刋,刊,semantic
刍,芻,traditional
划,划,simplified
划,划,traditional
划,劃,traditional
刓,园,semantic
刘,劉,semantic
刘,刘,simplified
刘,刘,traditional
刘,劉,traditional
则,則,traditional
刚,剛,traditional
创,創,traditional
删,刪,semantic
删,删,simplified
删,删,traditional
删,刪,traditional
別,别,simplified
刦,刧,semantic
刦,劫,semantic
刧,刦,semantic
刧,劫,semantic
刨,鉋,semantic
利,𥝢,semantic
刪,删,semantic
刪,删,simplified
别,别,simplified
别,別,traditional
别,别,traditional
别,彆,traditional
刬,剗,traditional
刭,剄,traditional
刮,刮,simplified
刮,刮,traditional
刮,颳,traditional
刱,創,semantic
刴,剁,semantic
制,制,simplified
制,制,traditional
制,製,traditional
刷,㕞,semantic
刹,刹,simplified
刹,刹,traditional
刹,剎,traditional
刼,劫,semantic
刽,劊,traditional
刾,刾,simplified
刾,㓨,traditional
刾,刾,traditional
刿,劌,traditional
剀,剴,traditional
剁,刴,semantic
剂,劑,traditional
剃,鬀,semantic
剄,刭,simplified
則,则,simplified
剋,尅,semantic
剋,克,simplified
剎,刹,simplified
剐,剮,traditional
剑,劍,traditional
剕,䠊,semantic
剗,剷,semantic
剗,刬,simplified
剛,𠇝,semantic
剛,刚,simplified
剝,剥,simplified
剥,剝,traditional
剦,閹,semantic
剧,剧,simplified
剧,剧,traditional
剧,劇,traditional
剩,賸,semantic
剪,翦,semantic
剮,剐,simplified
剳,劄,semantic
剴,剀,simplified
創,刅,semantic
創,刱,semantic
創,戧,semantic
創,创,simplified
剷,剗,semantic
剸,𰄞,simplified
剾,𠛅,simplified
剿,𠞰,semantic
劃,划,simplified
劄,剳,semantic
劇,剧,simplified
劈,擗,semantic
劉,刘,semantic
劉,刘,simplified
劊,刽,simplified
劌,刿,simplified
劍,劒,semantic
劍,剑,simplified
劎,劔,semantic
劏,㓥,simplified
劑,剂,simplified
劒,劍,semantic
劓,㓷,semantic
劔,劎,semantic
劗,𭄛,simplified
劚,㔉,simplified
劝,勸,semantic
劝,劝,simplified
劝,劝,traditional
劝,勸,traditional
办,辦,semantic
办,办,simplified
办,办,traditional
办,辦,traditional
务,務,traditional
劢,勱,traditional
动,动,simplified
动,动,traditional
动,動,traditional
劫,刦,semantic
劫,刧,semantic
劫,刼,semantic
励,励,simplified
励,励,traditional
励,勵,traditional
劲,勁,traditional
劳,劳,simplified
劳,劳,traditional
劳,勞,traditional
効,效,semantic
势,势,simplified
势,势,traditional
势,勢,traditional
勁,劲,simplified
勄,敏,semantic
勅,勑,semantic
勅,敕,semantic
勋,勛,traditional
勑,倈,semantic
勑,勅,semantic
勑,敕,semantic
勑,徠,semantic
勑,𠡠,simplified
動,动,simplified
勖,勗,semantic
勗,勖,semantic
務,务,simplified
勚,勩,traditional
勛,勳,semantic
勛,勋,simplified
勝,胜,simplified
勞,劳,simplified
勢,势,simplified
勣,𪟝,simplified
勩,勚,simplified
勰,協,semantic
勰,恊,semantic
勱,劢,simplified
勳,勛,semantic
勴,𰅔,simplified
勵,励,simplified
勸,劝,semantic
勸,劝,simplified
勹,包,semantic
勻,匀,semantic
勻,匀,simplified
勽,㲒,semantic
勽,菢,semantic
匀,勻,semantic
匀,匀,simplified
匀,勻,traditional
匀,匀,traditional
匃,丐,semantic
匃,匄,semantic
匄,匃,semantic
包,勹,semantic
匆,悤,semantic
匆,怱,semantic
匈,胸,semantic
匈,胷,semantic
匊,掬,semantic
匋,陶,semantic
匏,瓟,semantic
匘,腦,semantic
匙,鍉,semantic
匝,帀,semantic
匝,迊,semantic
匝,𠂝,semantic
匦,匭,traditional
匧,篋,semantic
匭,匦,simplified
匮,匱,traditional
匯,滙,semantic
匯,汇,simplified
匰,𰅦,simplified
匱,樻,semantic
匱,鐀,semantic
匱,櫃,semantic
匱,饋,semantic
匱,匮,simplified
匳,奩,semantic
匵,櫝,semantic
匵,𰅥,simplified
匹,疋,semantic
区,区,simplified
区,区,traditional
区,區,traditional
医,醫,semantic
医,医,simplified
医,医,traditional
医,醫,traditional
區,区,simplified
十,𬂛,spoofing
千,仟,semantic
千,千,simplified
千,千,traditional
千,韆,traditional
卄,廿,semantic
卄,卝,spoofing
卄,艹,spoofing
卉,芔,semantic
卌,𠦌,semantic
卍,万,semantic
卍,卐,semantic
卍,萬,semantic
华,華,traditional
协,協,traditional
卐,卍,semantic
卒,䘚,semantic
協,勰,semantic
協,旪,semantic
協,协,simplified
单,單,semantic
单,单,simplified
单,单,traditional
单,單,traditional
卖,賣,traditional
博,愽,semantic
卜,卜,simplified
卜,卜,traditional
卜,蔔,traditional
卝,卄,spoofing
卝,艹,spoofing
卢,盧,traditional
卤,滷,traditional
卤,鹵,traditional
卧,臥,semantic
卨,𫧯,simplified
卩,㔾,semantic
卫,衛,traditional
卬,卭,semantic
卭,卬,semantic
卯,戼,semantic
危,𡴲,semantic
危,𡵁,semantic
即,卽,semantic
却,卻,semantic
却,却,simplified
却,却,traditional
却,卻,traditional
卷,卷,simplified
卷,卷,traditional
卷,捲,traditional
卹,恤,semantic
卻,却,semantic
卻,却,simplified
卽,即,semantic
厂,厂,simplified
厂,厂,traditional
厂,廠,traditional
厄,戹,semantic
厅,廳,traditional
历,厲,semantic
历,历,simplified
历,历,traditional
历,曆,traditional
历,歷,traditional
厉,厉,simplified
厉,厉,traditional
厉,厲,traditional
压,压,simplified
压,压,traditional
压,壓,traditional
厌,厭,traditional
厍,厙,traditional
厎,砥,semantic
厐,龎,traditional
厓,崖,semantic
厕,厠,traditional
厕,廁,traditional
厖,庬,semantic
厘,釐,semantic
厘,𭀖,semantic
厘,厘,simplified
厘,厘,traditional
厘,釐,traditional
厙,厍,simplified
原,𠪥,semantic
厠,廁,semantic
厠,厕,simplified
厢,廂,traditional
厣,厴,traditional
厤,曆,semantic
厦,廈,semantic
厦,厦,simplified
厦,厦,traditional
厦,廈,traditional
厨,㕑,semantic
厨,廚,semantic
厨,𢊍,semantic
厨,厨,simplified
厨,厨,traditional
厨,廚,traditional
厩,廐,semantic
厩,厩,simplified
厩,厩,traditional
厩,廄,traditional
厪,廑,semantic
厭,厌,simplified
厮,㒋,semantic
厮,廝,semantic
厮,厮,simplified
厮,厮,traditional
厮,廝,traditional
厰,廠,semantic
厱,𰆚,simplified
厲,历,semantic
厲,厉,simplified
厴,厣,simplified
厶,某,semantic
厷,肱,semantic
厹,叴,semantic
县,縣,traditional
叁,三,semantic
叁,叄,traditional
参,参,simplified
参,参,traditional
参,參,traditional
參,叅,semantic
參,参,simplified
叄,叁,simplified
叅,參,semantic
叆,靉,traditional
叇,靆,traditional
双,雙,semantic
双,双,simplified
双,双,traditional
双,雙,traditional
収,收,semantic
发,發,traditional
发,髮,traditional
叔,尗,semantic
变,變,semantic
变,變,traditional
叙,敍,semantic
叙,敘,semantic
叙,叙,simplified
叙,叙,traditional
叙,敘,traditional
叜,傁,semantic
叜,叟,semantic
叟,傁,semantic
叟,叜,semantic
叠,曡,semantic
叠,疊,semantic
叠,叠,simplified
叠,叠,traditional
叠,疊,traditional
叡,睿,semantic
叢,樷,semantic
叢,丛,simplified
叨,饕,semantic
只,子,semantic
只,只,simplified
只,只,traditional
只,戠,traditional
只,衹,traditional
只,隻,traditional
叫,呌,semantic
台,臺,semantic
台,台,simplified
台,台,traditional
台,檯,traditional
台,臺,traditional
台,颱,traditional
叱,𫜸,spoofing
叱,𠮟,z-variant
叴,厹,semantic
叵,尀,semantic
叶,叶,simplified
叶,叶,traditional
叶,葉,traditional
号,號,semantic
号,号,simplified
号,号,traditional
号,號,traditional
叹,嘆,traditional
叽,嘰,traditional
吁,吁,simplified
吁,吁,traditional
吁,籲,traditional
吃,喫,semantic
合,合,simplified
合,合,traditional
合,閤,traditional
吉,𠮷,spoofing
吊,弔,semantic
同,仝,semantic
同,同,simplified
同,同,traditional
同,衕,traditional
后,后,simplified
后,后,traditional
后,後,traditional
向,向,simplified
向,向,traditional
向,嚮,traditional
向,曏,traditional
吒,咤,semantic
吒,咤,simplified
吓,吓,simplified
吓,吓,traditional
吓,嚇,traditional
吕,呂,traditional
吗,嗎,traditional
吚,咿,semantic
吝,恡,semantic
吝,悋,semantic
吞,呑,semantic
吟,唫,semantic
吣,唚,semantic
吣,唚,traditional
吨,啍,semantic
吨,噸,traditional
听,聽,semantic
听,听,simplified
听,听,traditional
听,聽,traditional
启,啓,traditional
启,啟,traditional
吲,哂,semantic
吳,呉,semantic
吳,吴,simplified
吳,吴,z-variant
吳,呉,z-variant
吴,吴,simplified
吴,吳,traditional
吴,吴,traditional
吴,吳,z-variant
吴,呉,z-variant
吶,訥,semantic
吶,呐,simplified
吸,噏,semantic
吹,龡,semantic
吻,呡,semantic
吻,肳,semantic
吿,告,semantic
呂,吕,simplified
呆,獃,semantic
呉,吳,semantic
呉,吳,z-variant
呉,吴,z-variant
告,吿,semantic
呌,叫,semantic
呐,吶,traditional
呑,吞,semantic
呒,嘸,traditional
呓,囈,traditional
呕,嘔,traditional
呖,嚦,traditional
呗,唄,traditional
员,員,traditional
呙,咼,traditional
呛,嗆,traditional
呜,嗚,traditional
呠,歕,semantic
呠,噴,semantic
呡,吻,semantic
周,週,semantic
呪,詋,semantic
呪,咒,semantic
味,𠰌,spoofing
咀,觜,semantic
咀,嘴,semantic
咂,𠯗,semantic
咊,和,semantic
咊,龢,semantic
和,咊,semantic
和,龢,semantic
咏,詠,semantic
咏,咏,simplified
咏,咏,traditional
咏,詠,traditional
咒,呪,semantic
咙,嚨,traditional
咛,嚀,traditional
咝,噝,traditional
咤,吒,semantic
咤,咤,simplified
咤,吒,traditional
咤,咤,traditional
咨,嗞,semantic
咨,諮,semantic
咩,哶,semantic
咬,齩,semantic
咱,偺,semantic
咲,笑,semantic
咳,欬,semantic
咷,啕,semantic
咸,咸,simplified
咸,咸,traditional
咸,鹹,traditional
咼,呙,simplified
咽,嚥,semantic
咿,吚,semantic
哂,吲,semantic
响,響,semantic
响,响,simplified
响,响,traditional
响,響,traditional
哑,啞,traditional
哒,噠,traditional
哓,嘵,traditional
哔,嗶,traditional
哕,噦,traditional
哗,嘩,traditional
哙,噲,traditional
哜,嚌,traditional
哝,噥,traditional
哟,喲,traditional
員,员,simplified
哦,誐,semantic
哯,𠯟,simplified
哲,喆,semantic
哲,悊,semantic
哴,喨,semantic
哶,咩,semantic
唁,喭,semantic
唄,呗,simplified
唇,脣,semantic
唉,欸,semantic
唊,硤,semantic
唊,𰇕,simplified
唓,𪠳,simplified
唚,吣,semantic
唚,吣,simplified
唛,嘜,traditional
唝,嗊,traditional
唠,嘮,traditional
唡,啢,traditional
唢,嗩,traditional
唤,喚,traditional
唫,吟,semantic
唬,諕,semantic
唬,猇,semantic
唬,虓,semantic
唻,𫪁,simplified
唾,涶,semantic
啃,齦,semantic
啍,吨,semantic
啎,忤,semantic
問,问,simplified
啓,啟,semantic
啓,启,simplified
啓,啟,spoofing
啕,咷,semantic
啖,㗖,semantic
啖,噉,semantic
啖,啗,semantic
啗,㗖,semantic
啗,啖,semantic
啗,噉,semantic
啜,欼,semantic
啜,諁,semantic
啜,歠,semantic
啞,瘂,semantic
啞,哑,simplified
啟,啓,semantic
啟,启,simplified
啟,啓,spoofing
啢,唡,simplified
啣,㘅,semantic
啧,嘖,traditional
啬,嗇,traditional
啭,囀,traditional
啮,嚙,traditional
啯,嘓,traditional
啰,啰,simplified
啰,啰,traditional
啰,囉,traditional
啴,嘽,traditional
啸,嘯,traditional
啼,嗁,semantic
喂,餧,semantic
喃,諵,semantic
喆,哲,semantic
喎,㖞,simplified
喐,郁,semantic
喒,昝,semantic
喚,唤,simplified
喜,憙,semantic
喡,𮰔,simplified
喦,嵒,spoofing
喧,諠,semantic
喨,哴,semantic
喪,丧,simplified
喫,吃,semantic
喬,乔,semantic
喬,乔,simplified
喭,唁,semantic
單,单,semantic
單,单,simplified
喲,哟,simplified
喷,噴,traditional
喽,喽,simplified
喽,喽,traditional
喽,嘍,traditional
喾,嚳,traditional
喿,噪,semantic
嗁,啼,semantic
嗅,齅,semantic
嗆,呛,simplified
嗇,啬,simplified
嗉,膆,semantic
嗊,唝,simplified
嗎,吗,simplified
嗒,㗳,semantic
嗚,呜,simplified
嗞,咨,semantic
嗞,諮,semantic
嗥,嚎,semantic
嗥,嘷,semantic
嗧,𰇠,simplified
嗩,唢,simplified
嗫,囁,traditional
嗳,噯,traditional
嗶,哔,simplified
嗹,𪡏,simplified
嗽,瘶,semantic
嗿,𰇲,simplified
嘄,𫪧,simplified
嘆,歎,semantic
嘆,叹,simplified
嘇,𰇼,simplified
嘈,䜊,semantic
嘍,謱,semantic
嘍,喽,simplified
嘓,啯,simplified
嘔,呕,simplified
嘖,啧,simplified
嘗,甞,semantic
嘗,尝,simplified
嘘,噓,traditional
嘜,唛,simplified
嘤,嚶,traditional
嘩,譁,semantic
嘩,哗,simplified
嘪,𪡃,simplified
嘮,唠,simplified
嘯,歗,semantic
嘯,啸,simplified
嘰,叽,simplified
嘱,囑,semantic
嘱,嘱,simplified
嘱,嘱,traditional
嘱,囑,traditional
嘳,𪡞,simplified
嘴,咀,semantic
嘴,觜,semantic
嘵,哓,simplified
嘷,嗥,semantic
嘸,呒,simplified
嘺,𪡀,simplified
嘽,啴,simplified
嘿,默,semantic
噁,恶,simplified
噁,𫫇,simplified
噂,譐,semantic
噅,𠯠,simplified
噉,㗖,semantic
噉,啖,semantic
噉,啗,semantic
噏,吸,semantic
噐,器,semantic
噑,嚎,semantic
噓,嘘,simplified
噚,㖊,simplified
噜,嚕,traditional
噝,咝,simplified
噞,𪡋,simplified
噠,哒,simplified
噥,哝,simplified
噦,𧬨,semantic
噦,哕,simplified
器,噐,semantic
器,𠾖,spoofing
噪,喿,semantic
噪,譟,semantic
噯,嗳,simplified
噲,哙,simplified
噴,呠,semantic
噴,歕,semantic
噴,喷,simplified
噸,吨,simplified
噹,当,simplified
噹,𪠽,simplified
嚀,咛,simplified
嚂,𰈓,simplified
嚇,吓,simplified
嚈,𫩫,simplified
嚌,哜,simplified
嚍,𫩺,simplified
嚎,嗥,semantic
嚎,噑,semantic
嚐,𰈇,simplified
嚕,噜,simplified
嚙,啮,simplified
嚛,𪠸,simplified
嚝,𫩕,simplified
嚠,𭇯,simplified
嚣,囂,traditional
嚥,咽,semantic
嚦,呖,simplified
嚧,𠰷,simplified
嚨,咙,simplified
嚩,𰈶,simplified
嚪,𫫦,simplified
嚫,𰈍,simplified
嚬,顰,semantic
嚬,𫫾,simplified
嚮,向,simplified
嚱,𰇣,simplified
嚲,亸,simplified
嚳,俈,semantic
嚳,喾,simplified
嚴,严,simplified
嚵,饞,semantic
嚶,嘤,simplified
嚸,𰈊,simplified
嚹,𡅈,semantic
嚽,𪢕,simplified
嚿,𫩥,simplified
囀,啭,simplified
囁,讘,semantic
囁,嗫,simplified
囂,嚣,simplified
囃,𠱞,simplified
囅,冁,simplified
囇,𫪃,simplified
囈,讛,semantic
囈,呓,simplified
囉,啰,simplified
囋,𰉄,simplified
囌,苏,simplified
囐,𰈯,simplified
囑,嘱,semantic
囑,嘱,simplified
囒,𪢠,simplified
囓,齧,semantic
囕,𰈆,simplified
囘,囬,semantic
囘,回,semantic
四,肆,semantic
回,囘,semantic
回,廻,semantic
回,囬,semantic
回,回,simplified
回,回,traditional
回,迴,traditional
囟,䪿,semantic
囟,顖,semantic
